emp_no,first_name,last_name,title,to_date,from_date,salary
28413,Nadjib,Brodie,Senior Staff,9999-01-01,1993-10-03,40000
249765,Apostol,Oxenboll,Senior Engineer,9999-01-01,1993-10-03,61674
205266,Volkmar,Marquardt,Engineer,1999-10-03,1993-10-03,46466
230937,Indrajit,Kermarrec,Senior Engineer,9999-01-01,1993-10-02,52217
466878,Zine,Chenoweth,Senior Staff,9999-01-01,1993-10-02,73043
75944,Deborah,Rohrbach,Senior Engineer,9999-01-01,1993-10-02,40000
258669,Zissis,Ghazalie,Engineer,2001-10-02,1993-10-02,63384
496515,Kokou,Gurbaxani,Senior Engineer,9999-01-01,1993-10-02,40000
215575,Tran,Hofting,Senior Engineer,9999-01-01,1993-10-02,65409
90687,Babette,Limongiello,Senior Engineer,9999-01-01,1993-10-02,40000
223745,Jenwei,Jeansoulin,Senior Staff,9999-01-01,1993-10-02,56912
20813,Srinidhi,Sinicrope,Senior Staff,9999-01-01,1993-10-02,107655
252199,Ute,Cannard,Staff,9999-01-01,1993-10-01,65263
236294,Christ,Khalil,Staff,1998-10-01,1993-10-01,47072
298714,Fatemeh,Potthoff,Senior Staff,9999-01-01,1993-10-01,40000
79026,Armond,Frijda,Senior Engineer,9999-01-01,1993-10-01,54761
36080,Sachar,Grabner,Senior Staff,9999-01-01,1993-10-01,40000
262919,Naftali,Gist,Senior Staff,9999-01-01,1993-10-01,45859
80098,True,Kusakabe,Senior Staff,9999-01-01,1993-10-01,53636
471766,Tadanori,Miake,Engineer,1998-10-01,1993-10-01,56048
64916,Mohit,Hmelo,Senior Staff,9999-01-01,1993-10-01,65245
106206,Behnaam,Schlenzig,Engineer,2001-10-01,1993-10-01,40000
477574,Lech,Tyugu,Senior Engineer,9999-01-01,1993-10-01,40000
57071,Wilmer,Stenning,Engineer,1999-10-01,1993-10-01,40000
94195,Arch,Rabehasaina,Senior Staff,9999-01-01,1993-10-01,40000
55422,Mahendra,Kranzdorf,Senior Engineer,9999-01-01,1993-09-30,40000
224234,Maha,Slobodova,Senior Engineer,9999-01-01,1993-09-30,53929
86023,Yuqun,Braunschweig,Senior Staff,9999-01-01,1993-09-30,93898
231978,Somnath,Plesums,Senior Staff,9999-01-01,1993-09-30,40000
269268,Khatoun,Steinauer,Staff,9999-01-01,1993-09-30,73679
204134,Xiaobin,Hofmeyr,Senior Staff,9999-01-01,1993-09-30,82203
438551,Randy,Vingron,Senior Staff,9999-01-01,1993-09-30,47429
70162,Danai,Wrigley,Senior Engineer,9999-01-01,1993-09-29,46920
99790,Guadalupe,Lowrie,Senior Engineer,9999-01-01,1993-09-29,40000
274760,Goh,Prampolini,Senior Engineer,9999-01-01,1993-09-29,67804
94322,Ronnie,Moffat,Senior Engineer,9999-01-01,1993-09-29,55093
106212,Kristof,Pluym,Engineer,1999-09-29,1993-09-29,51759
246559,Gian,Rissanen,Staff,2001-09-29,1993-09-29,102936
67613,Hyuncheol,Andreotta,Senior Engineer,9999-01-01,1993-09-29,44582
238244,Richara,Rosca,Senior Engineer,9999-01-01,1993-09-29,64012
469311,Jenwei,Shimshoni,Senior Engineer,9999-01-01,1993-09-29,56943
53760,Mong,Mateescu,Senior Engineer,9999-01-01,1993-09-29,63874
47462,Beshir,Sooriamurthi,Senior Staff,9999-01-01,1993-09-29,51389
273108,Zhiguo,Murtafg,Senior Engineer,9999-01-01,1993-09-28,62487
54527,Leszek,Lorch,Senior Engineer,9999-01-01,1993-09-28,69337
72922,Kristian,DasSarma,Staff,2001-09-28,1993-09-28,73729
245927,Udo,Orlowski,Senior Engineer,9999-01-01,1993-09-28,41793
248988,Lokesh,Wynblatt,Staff,9999-01-01,1993-09-28,65731
427058,Weidon,Ranai,Senior Staff,9999-01-01,1993-09-28,48566
440373,Xiaopeng,Constantine,Senior Engineer,9999-01-01,1993-09-28,40000
406099,Dhritiman,Baca,Engineer,1999-09-28,1993-09-28,40000
48375,Jaques,Aloia,Senior Engineer,9999-01-01,1993-09-28,41710
274349,Lubomir,Wilfing,Staff,2000-09-28,1993-09-28,40000
256874,Rimli,Takanami,Senior Staff,9999-01-01,1993-09-28,40000
218535,Yurij,Pleszkun,Staff,1999-09-27,1993-09-27,40000
453509,Douadi,Fiebach,Senior Engineer,9999-01-01,1993-09-27,43136
435135,Anoosh,Keirsey,Assistant Engineer,1998-09-27,1993-09-27,56825
426937,Utz,Peroz,Senior Engineer,9999-01-01,1993-09-27,49116
445334,Perla,Sessa,Senior Engineer,9999-01-01,1993-09-27,40000
99705,Souichi,Bahr,Senior Staff,9999-01-01,1993-09-27,47335
217471,Josyula,Coors,Senior Engineer,9999-01-01,1993-09-27,71548
282204,Ulises,Schneeberger,Senior Staff,9999-01-01,1993-09-27,76104
67815,Zongyan,Coney,Senior Engineer,9999-01-01,1993-09-27,47975
48472,Younwoo,Ratnaker,Technique Leader,9999-01-01,1993-09-27,40000
88260,Miomir,Krzyzanowski,Senior Engineer,9999-01-01,1993-09-27,45760
258609,Adit,Birge,Senior Engineer,9999-01-01,1993-09-27,40000
48043,Visit,Murtafg,Engineer,2000-09-27,1993-09-27,52886
29919,Goa,Kugler,Senior Engineer,9999-01-01,1993-09-27,40000
436209,Manton,Kermarrec,Engineer,1998-09-26,1993-09-26,40000
243694,Niclas,Businaro,Senior Engineer,9999-01-01,1993-09-26,40000
207381,Shridhar,Cooman,Senior Engineer,9999-01-01,1993-09-26,40000
60737,Hatim,Ghazalie,Engineer,2000-09-26,1993-09-26,40000
103271,Trygve,Bamford,Engineer,2001-09-26,1993-09-26,40000
432581,Vivian,Perl,Engineer,1998-09-26,1993-09-26,46362
477734,Vojin,Raney,Senior Engineer,9999-01-01,1993-09-26,40000
298214,Qiwen,Munch,Senior Staff,9999-01-01,1993-09-26,52894
225186,Sachin,Lipner,Senior Engineer,9999-01-01,1993-09-26,48335
443233,Nahla,Heuter,Senior Staff,9999-01-01,1993-09-26,40000
403836,Heng,Syrotiuk,Senior Staff,9999-01-01,1993-09-26,40000
275751,Pohua,Restivo,Senior Staff,9999-01-01,1993-09-26,62788
474872,Elvis,Emden,Staff,2001-09-26,1993-09-26,60623
16227,Hitomi,Vural,Senior Engineer,9999-01-01,1993-09-25,58619
402893,Vishu,Masamoto,Senior Staff,9999-01-01,1993-09-25,40000
458452,Mamdouh,Suwa,Senior Staff,9999-01-01,1993-09-25,71938
67333,Takahiro,Ebeling,Staff,9999-01-01,1993-09-25,40963
215966,Kayoko,Angot,Engineer,1999-09-25,1993-09-25,40000
430649,Lorien,Quittner,Senior Staff,9999-01-01,1993-09-25,51968
473975,Nagui,Yoshizawa,Senior Engineer,9999-01-01,1993-09-25,40000
421076,Clyde,Gecseg,Senior Engineer,9999-01-01,1993-09-25,46424
289100,Selwyn,Marquardt,Technique Leader,9999-01-01,1993-09-24,40846
94320,Kirk,Papsdorf,Senior Engineer,9999-01-01,1993-09-24,40000
406752,Masaru,Antonakopoulos,Senior Staff,9999-01-01,1993-09-24,85846
258752,Adil,Jervis,Senior Staff,9999-01-01,1993-09-24,50527
428516,Shaw,Barvinok,Senior Staff,9999-01-01,1993-09-24,40000
469944,Tianruo,Frijda,Staff,1998-09-24,1993-09-24,61491
455905,Ziyad,Peres,Senior Engineer,9999-01-01,1993-09-24,47742
24132,Otilia,Puoti,Senior Engineer,9999-01-01,1993-09-24,40000
23877,Tesuro,Motley,Senior Staff,9999-01-01,1993-09-24,82724
204913,Dines,Takanami,Senior Staff,9999-01-01,1993-09-24,51808
19318,Xianlong,Halevi,Senior Staff,9999-01-01,1993-09-24,55717
69654,Paris,Hofman,Engineer,2000-09-24,1993-09-24,61823
206191,Chaitali,Asrin,Senior Engineer,9999-01-01,1993-09-24,53966
427212,Nitsan,Dulin,Senior Staff,9999-01-01,1993-09-24,60328
46221,Weidon,Kobuchi,Assistant Engineer,9999-01-01,1993-09-23,51056
285017,Hideyuki,Tibblin,Engineer,1998-09-23,1993-09-23,40000
454739,Paddy,Rikino,Engineer,1998-09-23,1993-09-23,40000
406238,Navin,Range,Senior Engineer,9999-01-01,1993-09-23,59759
297353,Vesna,Ramalingam,Senior Staff,9999-01-01,1993-09-23,40000
412828,Utpal,Passafiume,Senior Engineer,9999-01-01,1993-09-23,40000
23347,Kwun,Rosaz,Engineer,2000-09-23,1993-09-23,71668
280396,Shih,Solares,Senior Staff,9999-01-01,1993-09-23,68955
249900,Kasturi,Janocha,Senior Engineer,9999-01-01,1993-09-23,46563
252862,Shahab,Schicker,Staff,1998-09-23,1993-09-23,59519
202963,Kinh,Chelton,Senior Staff,9999-01-01,1993-09-23,40000
71351,Otmar,Guerreiro,Senior Staff,9999-01-01,1993-09-23,62773
273945,Aruna,Rijckaert,Staff,1998-09-23,1993-09-23,40000
210891,Mahmut,Ranze,Senior Engineer,9999-01-01,1993-09-23,40000
230230,Ipke,Halevi,Senior Engineer,9999-01-01,1993-09-23,45716
441352,Christoper,Menyhert,Senior Staff,9999-01-01,1993-09-22,89903
53642,Navin,Erdi,Senior Staff,9999-01-01,1993-09-22,61562
290232,Nobuyoshi,Malabarba,Senior Engineer,9999-01-01,1993-09-22,40000
241306,Sanjiv,Danley,Senior Engineer,9999-01-01,1993-09-22,54982
465757,Brewster,Morris,Senior Engineer,9999-01-01,1993-09-22,41946
433534,Filipe,Kleiser,Senior Engineer,9999-01-01,1993-09-22,41088
39940,Kazuhisa,Hiraishi,Senior Engineer,9999-01-01,1993-09-22,44130
431773,Chuanti,Montemayor,Senior Staff,9999-01-01,1993-09-22,82305
15901,Marsja,Fargier,Senior Engineer,9999-01-01,1993-09-22,40000
262043,Jasminko,Schrooten,Senior Engineer,9999-01-01,1993-09-22,62260
212441,Masaru,Ouhyoung,Engineer,1999-09-21,1993-09-21,40000
72398,Dines,Gulla,Staff,2001-09-21,1993-09-21,40000
200382,Mansur,Pauthner,Senior Staff,9999-01-01,1993-09-21,90953
253190,Rosli,Kuszyk,Senior Engineer,9999-01-01,1993-09-21,40000
86065,Suebskul,Fetvedt,Senior Engineer,9999-01-01,1993-09-21,40000
230871,Rildo,Rabejac,Senior Staff,9999-01-01,1993-09-21,40000
238302,Yishay,Kushnir,Senior Staff,9999-01-01,1993-09-21,40000
432402,Adib,Basagni,Engineer,1999-09-21,1993-09-21,43555
432436,Leni,Ozeri,Senior Staff,9999-01-01,1993-09-21,49987
206578,Deborah,Onuegbe,Staff,9999-01-01,1993-09-21,65352
474710,Hirochika,Roison,Senior Engineer,9999-01-01,1993-09-21,40000
274842,Phillip,Dredge,Technique Leader,9999-01-01,1993-09-21,56597
45803,Padma,Lanzelotte,Staff,9999-01-01,1993-09-21,94436
247168,Taisook,Barriga,Technique Leader,9999-01-01,1993-09-21,47569
498894,Chaoyi,Bahr,Senior Engineer,9999-01-01,1993-09-21,61736
205262,Sergi,Munch,Senior Engineer,9999-01-01,1993-09-20,59893
97824,Pantung,Yoshimura,Senior Engineer,9999-01-01,1993-09-20,40000
23000,Arfst,Murillo,Staff,1999-09-20,1993-09-20,40000
62382,Padma,Edelhoff,Senior Engineer,9999-01-01,1993-09-20,50718
285741,Kitty,Raney,Senior Staff,9999-01-01,1993-09-20,40000
489464,Marsha,Chepyzhov,Engineer,2000-09-20,1993-09-20,51998
476353,Mads,Veeraraghavan,Senior Staff,9999-01-01,1993-09-20,40000
16619,Arvind,Boguraev,Senior Engineer,9999-01-01,1993-09-19,40000
443846,Uwe,Junet,Senior Engineer,9999-01-01,1993-09-19,40000
222375,Somnath,Rajcani,Senior Engineer,9999-01-01,1993-09-19,40000
484000,Bezalel,Reeker,Senior Engineer,9999-01-01,1993-09-19,51418
296389,Deborah,Kornyak,Senior Staff,9999-01-01,1993-09-19,78759
81264,Dannz,Erdmenger,Senior Staff,9999-01-01,1993-09-19,50625
239598,Taiji,Rosch,Staff,2000-09-19,1993-09-19,56485
23300,Froduald,Schauser,Senior Staff,9999-01-01,1993-09-18,60044
413140,Vincent,Demian,Engineer,2001-09-18,1993-09-18,40000
211042,Hidekazu,Ertl,Senior Engineer,9999-01-01,1993-09-18,45800
42104,Dante,Plesums,Senior Staff,9999-01-01,1993-09-18,40000
416864,Chiradeep,Shiratori,Senior Staff,9999-01-01,1993-09-18,48027
285226,Adib,Schonegge,Engineer,2000-09-18,1993-09-18,40000
444496,Yuriy,Jording,Senior Engineer,9999-01-01,1993-09-18,40000
470533,Sakthirel,Comellas,Senior Staff,9999-01-01,1993-09-18,74098
423565,Srinidhi,Gurbaxani,Senior Engineer,9999-01-01,1993-09-18,49137
252317,Murthy,Erie,Senior Staff,9999-01-01,1993-09-18,75172
491843,Irena,Kusalik,Senior Engineer,9999-01-01,1993-09-18,54229
425760,Candido,Iisaka,Staff,2001-09-18,1993-09-18,40000
109561,Radhika,Makinen,Senior Engineer,9999-01-01,1993-09-17,40000
443121,Valdiodio,Goldhammer,Engineer,9999-01-01,1993-09-17,51214
440250,Valeri,Granlund,Engineer,1999-09-17,1993-09-17,52156
440901,Qiwen,Pintelas,Engineer,2001-09-17,1993-09-17,77698
16607,Vishwani,Honglei,Senior Staff,9999-01-01,1993-09-17,54558
107290,Reinhard,Jakobus,Senior Engineer,9999-01-01,1993-09-17,48949
443206,Marco,Oppitz,Senior Staff,9999-01-01,1993-09-17,90903
40782,Mitchel,Bodoff,Senior Engineer,9999-01-01,1993-09-17,53078
299775,Khaled,Journel,Senior Staff,9999-01-01,1993-09-17,40000
453595,Ewing,Rubsam,Engineer,1999-09-17,1993-09-17,46616
273208,Uta,Delgrange,Senior Engineer,9999-01-01,1993-09-17,40000
249852,Ziya,Schade,Senior Staff,9999-01-01,1993-09-17,94722
468355,Huai,Matzen,Senior Engineer,9999-01-01,1993-09-17,68630
427328,Yuuichi,Shimshoni,Technique Leader,9999-01-01,1993-09-16,50787
430698,Gadiel,Hatcliff,Senior Engineer,9999-01-01,1993-09-16,56942
98558,Valery,Llado,Senior Engineer,9999-01-01,1993-09-16,40000
33787,Malu,Kriebel,Engineer,1999-09-16,1993-09-16,46176
419835,Kauko,Oppitz,Staff,2000-09-16,1993-09-16,76777
16066,Marsha,Penn,Senior Staff,9999-01-01,1993-09-16,74757
239917,Soenke,Christ,Engineer,2001-09-16,1993-09-16,40000
463081,Leen,Chaudhury,Engineer,1998-09-16,1993-09-16,61577
462386,Parviz,Rullman,Senior Staff,9999-01-01,1993-09-16,65659
278260,Ravishankar,Diderrich,Senior Engineer,9999-01-01,1993-09-16,59012
497567,Danco,Linares,Senior Engineer,9999-01-01,1993-09-15,40000
203434,Yannik,Boreale,Senior Staff,9999-01-01,1993-09-15,80359
488813,Elliott,Gelosh,Senior Staff,9999-01-01,1993-09-15,56911
246984,Taizo,Fraisse,Staff,2001-09-15,1993-09-15,40000
84042,Gita,Maraist,Senior Staff,9999-01-01,1993-09-15,40000
491598,Arra,Bade,Staff,9999-01-01,1993-09-15,65835
42405,Mari,Hmelo,Senior Engineer,9999-01-01,1993-09-15,40000
446108,Georg,Reinhart,Senior Staff,9999-01-01,1993-09-15,78617
448692,Sukumar,Weisert,Senior Staff,9999-01-01,1993-09-15,62171
466969,Sariel,Skogmar,Senior Engineer,9999-01-01,1993-09-15,40679
233653,Neelam,Chachaty,Senior Engineer,9999-01-01,1993-09-15,40000
260181,Evgueni,Shanbhogue,Senior Engineer,9999-01-01,1993-09-15,40000
472403,Leah,Woycyznski,Senior Staff,9999-01-01,1993-09-14,40000
94469,Moto,Fendler,Senior Staff,9999-01-01,1993-09-14,50405
235980,Cullen,Serre,Senior Engineer,9999-01-01,1993-09-14,57748
434824,Randy,Goodrum,Engineer,9999-01-01,1993-09-14,58694
465550,Chaosheng,Basagni,Staff,1999-09-14,1993-09-14,40000
255778,Manton,Rodier,Senior Engineer,9999-01-01,1993-09-14,59695
280244,Indrajit,Wilfing,Staff,2001-09-14,1993-09-14,59587
33727,Uno,Highland,Staff,2001-09-14,1993-09-14,66611
203364,Spyrose,Herber,Senior Staff,9999-01-01,1993-09-14,58905
264775,Kristine,Azadmanesh,Senior Staff,9999-01-01,1993-09-14,40000
292244,Yinlin,Rettelbach,Senior Engineer,9999-01-01,1993-09-14,40000
408971,Premal,Kilgore,Senior Engineer,9999-01-01,1993-09-14,72693
412950,Garnik,Ouhyoung,Senior Staff,9999-01-01,1993-09-14,63121
66921,Weiru,Deville,Engineer,1999-09-14,1993-09-14,45905
67164,Eckart,Bade,Engineer,1998-09-13,1993-09-13,40000
94606,Berni,Casley,Senior Staff,9999-01-01,1993-09-13,67274
100753,Zsolt,Baca,Senior Engineer,9999-01-01,1993-09-13,72760
27959,Moheb,Dusink,Senior Engineer,9999-01-01,1993-09-13,41635
409841,Dharmaraja,Brodal,Senior Staff,9999-01-01,1993-09-13,61656
441269,Arne,Hempstead,Senior Staff,9999-01-01,1993-09-13,40000
425836,Alois,Schnabel,Senior Engineer,9999-01-01,1993-09-13,40000
490522,Masasuke,Rossi,Senior Staff,9999-01-01,1993-09-13,80419
217856,Toshimi,Gimarc,Senior Staff,9999-01-01,1993-09-13,49405
251085,Ronnie,Vecchio,Senior Engineer,9999-01-01,1993-09-13,40000
469974,Djenana,Cochrane,Senior Engineer,9999-01-01,1993-09-12,54077
498145,Taisook,Kusalik,Senior Engineer,9999-01-01,1993-09-12,40000
456765,Duro,Kriebel,Staff,2000-09-12,1993-09-12,77079
263074,Masadi,Schapire,Senior Engineer,9999-01-01,1993-09-12,40000
218916,Iara,Cronan,Assistant Engineer,1999-09-12,1993-09-12,67382
58543,Gully,Beausoleil,Senior Engineer,9999-01-01,1993-09-12,41223
204783,Zissis,Majewski,Senior Staff,9999-01-01,1993-09-12,70977
10927,Gal,Scallan,Senior Staff,9999-01-01,1993-09-12,51819
28207,Sakthirel,Ebeling,Senior Engineer,9999-01-01,1993-09-12,70931
474980,Achilleas,Rindone,Senior Staff,9999-01-01,1993-09-12,42091
55843,Hailing,Leivant,Staff,2001-09-12,1993-09-12,77189
22861,Susumu,Baja,Senior Engineer,9999-01-01,1993-09-12,56524
209360,Duke,Stifter,Staff,2000-09-12,1993-09-12,75609
52015,Zeljko,Raoux,Technique Leader,9999-01-01,1993-09-11,40741
48154,Baocai,Baba,Senior Staff,9999-01-01,1993-09-11,60060
495523,Kristen,Standera,Senior Engineer,9999-01-01,1993-09-11,54677
74938,Mohit,Felcyn,Engineer,2000-09-11,1993-09-11,42244
12542,Kazuhide,Bouloucos,Senior Staff,9999-01-01,1993-09-11,44176
38244,Phillip,Madeira,Senior Staff,9999-01-01,1993-09-11,72130
421528,Bernardo,Smeets,Senior Engineer,9999-01-01,1993-09-11,47535
490982,Mountaz,Feinberg,Staff,9999-01-01,1993-09-11,58206
25491,Annemarie,Rosis,Senior Engineer,9999-01-01,1993-09-11,44737
289904,Tetsurou,Bahr,Staff,9999-01-01,1993-09-11,52209
227925,Ulises,Sgarro,Senior Staff,9999-01-01,1993-09-11,40000
258660,King,Zastre,Senior Engineer,9999-01-01,1993-09-11,40000
485640,Fei,Rosiles,Senior Staff,9999-01-01,1993-09-11,55239
108262,Yannis,Alpay,Engineer,2000-09-11,1993-09-11,44889
210160,Byong,Trelles,Senior Engineer,9999-01-01,1993-09-10,40000
76704,Valery,Shackel,Senior Engineer,9999-01-01,1993-09-10,57468
262190,Marin,Hofman,Staff,2001-09-10,1993-09-10,40000
420661,Bowen,Speckmann,Senior Staff,9999-01-01,1993-09-10,40000
268054,Tonia,Demos,Senior Engineer,9999-01-01,1993-09-10,58603
217453,Goo,Ishibashi,Senior Engineer,9999-01-01,1993-09-10,40000
40494,Elliott,Lung,Technique Leader,9999-01-01,1993-09-10,62052
446287,Bilhanan,Nyrup,Senior Engineer,9999-01-01,1993-09-10,45884
271710,Leszek,Ossenbruggen,Senior Staff,9999-01-01,1993-09-10,40000
45908,Masasuke,Heyers,Engineer,2001-09-10,1993-09-10,40000
39970,Sachar,Sgarro,Senior Staff,9999-01-01,1993-09-10,78546
293808,Gil,Pettis,Senior Staff,9999-01-01,1993-09-10,57829
14724,Aron,Lemarechal,Senior Staff,9999-01-01,1993-09-10,66530
267688,Woody,Poujol,Senior Staff,9999-01-01,1993-09-09,54399
19724,Visit,Hasham,Senior Staff,9999-01-01,1993-09-09,69399
13815,Guadalupe,Plotkin,Senior Engineer,9999-01-01,1993-09-09,40000
11009,Alper,Axelband,Senior Staff,9999-01-01,1993-09-09,75111
12872,Marl,Schmittgen,Senior Staff,9999-01-01,1993-09-09,56040
55777,Prodip,Chorvat,Engineer,2001-09-09,1993-09-09,46011
109837,Qiwen,Kusakari,Senior Staff,9999-01-01,1993-09-09,40000
72574,Saeed,Carrere,Senior Engineer,9999-01-01,1993-09-09,56518
482237,Xiaopeng,Ranka,Senior Engineer,9999-01-01,1993-09-09,40000
231895,Shiv,Hmelo,Engineer,2001-09-09,1993-09-09,40000
402036,Piyawadee,Heyers,Staff,2000-09-09,1993-09-09,57014
294463,Hidekazu,Openshaw,Technique Leader,9999-01-01,1993-09-09,40000
474948,Gil,Stentiford,Staff,1999-09-09,1993-09-09,80375
499870,Kayoko,Peroz,Senior Engineer,9999-01-01,1993-09-09,40000
418212,Arunas,Xiaoshan,Senior Staff,9999-01-01,1993-09-09,40000
230906,Qunsheng,Marchegay,Senior Staff,9999-01-01,1993-09-09,50033
220202,Mats,Menhardt,Senior Staff,9999-01-01,1993-09-09,47322
214189,Panayotis,Junot,Senior Engineer,9999-01-01,1993-09-08,40000
408868,Tuval,Milicic,Senior Staff,9999-01-01,1993-09-08,82911
471606,Masadi,Kropp,Senior Engineer,9999-01-01,1993-09-08,40000
461928,Gopalakrishnan,Wolniewicz,Senior Engineer,9999-01-01,1993-09-08,40000
468477,Yuguang,Conde,Engineer,1998-09-08,1993-09-08,40000
436130,Guenter,Lorys,Senior Engineer,9999-01-01,1993-09-08,40000
481096,Yongmao,Sadowsky,Senior Engineer,9999-01-01,1993-09-08,40000
477314,Premal,Hanratty,Senior Staff,9999-01-01,1993-09-08,40000
237008,Giap,Roisin,Engineer,1999-09-08,1993-09-08,40000
69445,Gift,Puppo,Senior Staff,9999-01-01,1993-09-08,54958
243131,Paris,Detkin,Senior Staff,9999-01-01,1993-09-08,91441
296102,Howell,Christ,Engineer,2000-09-08,1993-09-08,40000
203305,Naftali,Huttel,Staff,1999-09-08,1993-09-08,113050
64616,Hitomi,Zirintsis,Senior Staff,9999-01-01,1993-09-08,49863
470216,Luise,Gornas,Senior Engineer,9999-01-01,1993-09-07,49072
208546,Piyush,Garnier,Senior Staff,9999-01-01,1993-09-07,77403
275721,Shigeichiro,Farrar,Senior Engineer,9999-01-01,1993-09-07,50840
408536,Kotesh,Saoudi,Senior Staff,9999-01-01,1993-09-07,101930
27566,Annemarie,Kobuchi,Staff,2000-09-07,1993-09-07,43878
441873,Georg,Perri,Senior Staff,9999-01-01,1993-09-07,62108
295543,Navin,Nannarelli,Senior Engineer,9999-01-01,1993-09-07,53821
276426,Christophe,Narahari,Technique Leader,9999-01-01,1993-09-07,62996
205092,Masako,Spieker,Senior Staff,9999-01-01,1993-09-07,72572
420420,Mayuko,Bressoud,Engineer,2000-09-07,1993-09-07,40000
213061,Zeljko,Leuchs,Senior Staff,9999-01-01,1993-09-07,40000
425220,Xiadong,Anger,Senior Staff,9999-01-01,1993-09-07,57334
414770,Kwee,Oberman,Senior Engineer,9999-01-01,1993-09-07,43293
94425,Kersti,Nergos,Staff,1998-09-07,1993-09-07,69211
495301,Monique,Melichar,Senior Staff,9999-01-01,1993-09-07,40000
106049,Tran,Zhang,Staff,2001-09-07,1993-09-07,82610
495183,Dhritiman,Heping,Senior Engineer,9999-01-01,1993-09-06,49655
71869,Elzbieta,Puoti,Technique Leader,9999-01-01,1993-09-06,40000
258514,Lech,Thimonier,Senior Engineer,9999-01-01,1993-09-06,46694
54424,Wayne,Halevi,Senior Engineer,9999-01-01,1993-09-06,56685
295615,Mang,Khamsi,Engineer,2001-09-06,1993-09-06,43140
429919,Mototsugu,Pashtan,Senior Engineer,9999-01-01,1993-09-06,64533
477990,Alejandra,Aingworth,Senior Engineer,9999-01-01,1993-09-06,40000
32925,Xiaoqiu,Zwicker,Senior Staff,9999-01-01,1993-09-06,40000
416647,Yuchang,Birch,Engineer,9999-01-01,1993-09-06,49496
252018,Yuguang,Spinelli,Engineer,2001-09-06,1993-09-06,40000
251388,Pantung,Fendler,Senior Engineer,9999-01-01,1993-09-06,40000
293614,Hidefumi,Denti,Senior Engineer,9999-01-01,1993-09-06,57745
417780,Honglan,Tomescu,Senior Engineer,9999-01-01,1993-09-05,51885
82354,Badri,Trogemann,Staff,1999-09-05,1993-09-05,76493
294612,Pintsang,Gruenwald,Senior Staff,9999-01-01,1993-09-05,40000
25862,Khaled,Tasistro,Senior Engineer,9999-01-01,1993-09-05,40000
247681,Alejandra,Muniz,Senior Engineer,9999-01-01,1993-09-05,40000
56020,Alagu,Byoun,Senior Engineer,9999-01-01,1993-09-05,57056
108218,Akeel,Piveteau,Senior Engineer,9999-01-01,1993-09-05,40000
482563,Kayoko,Ratzlaff,Technique Leader,9999-01-01,1993-09-05,40000
50838,Adil,Skogmar,Senior Staff,9999-01-01,1993-09-05,45211
406736,Sadun,Erman,Senior Staff,9999-01-01,1993-09-05,70828
472381,Yucel,Maraist,Senior Engineer,9999-01-01,1993-09-05,63129
23470,Neven,Hutton,Senior Engineer,9999-01-01,1993-09-05,58086
41917,Fumitake,Schlumberger,Senior Staff,9999-01-01,1993-09-04,69069
218693,Sanjiv,Pashtan,Senior Staff,9999-01-01,1993-09-04,40000
248818,Yefim,Suomi,Senior Staff,9999-01-01,1993-09-04,50354
37852,Christophe,Lunt,Senior Engineer,9999-01-01,1993-09-04,66409
473140,Jiakeng,Rosti,Senior Engineer,9999-01-01,1993-09-04,54707
